"","Name","Platform","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Developer"
"4639","Vanquish","X360","2010","Shooter","Sega",0.42,84,8.4,"PlatinumGames"
"4641","TRON: Evolution","PS3","2010","Action","Disney Interactive Studios",0.42,58,6.2,"Propaganda Games"
"4643","Pirates of the Caribbean: At World's End","PS2","2007","Action","Disney Interactive Studios",0.42,54,7,"Eurocom Entertainment Software"
"4644","Mega Man Legends 2","PS","2000","Adventure","Capcom",0.42,76,8.8,"Capcom"
"4646","Blazing Angels: Squadrons of WWII","X360","2006","Simulation","Ubisoft",0.42,66,7.9,"Ubisoft"
"4649","TERA","PC","N/A","Role-Playing","Unknown",0.42,77,6.8,"Bluehole Studio"
"4650","Attack on Titan: Humanity in Chains","3DS","2013","Action","Screenlife",0.42,46,4.5,"Spike Chunsoft"
"4651","The Suffering","PS2","2004","Action","Midway Games",0.42,77,8.9,"Surreal Software"
"4654","Animal Crossing: Amiibo Festival","WiiU","2015","Misc","Nintendo",0.41,46,4.4,"Nintendo, Nd Cube"
"4656","Zone of the Enders: The 2nd Runner","PS2","2003","Simulation","Konami Digital Entertainment",0.41,82,8.9,"KCEJ"
"4657","Just Dance 2014","PS4","2013","Misc","Ubisoft",0.41,75,5.5,"Ubisoft"
"4660","NFL GameDay 2004","PS2","2003","Sports","Sony Computer Entertainment",0.41,65,8.7,"989 Sports"
"4661","Condemned: Criminal Origins","X360","2005","Action","Sega",0.41,81,8.2,"Monolith Productions"
"4668","Crash of the Titans","PS2","2007","Action","Vivendi Games",0.41,70,5.9,"Radical Entertainment"
"4669","EA Sports UFC 2","XOne","2016","Sports","Electronic Arts",0.41,76,6,"EA Sports"
"4672","Tom Clancy's Rainbow Six: Lockdown","XB","2005","Shooter","Ubisoft",0.41,74,6.6,"Red Storm Entertainment, Ubisoft Montreal"
"4674","TimeShift","X360","2007","Shooter","Vivendi Games",0.41,70,7.9,"Saber Interactive"
"4677","Farming Simulator 17","PS4","2016","Simulation","Focus Home Interactive",0.41,69,8.7,"Maximum Games"
"4679","Castlevania: The Dracula X Chronicles","PSP","2007","Platform","Konami Digital Entertainment",0.41,80,7.8,"Konami"
"4681","Tom Clancy's HAWX 2","PS3","2010","Action","Ubisoft",0.41,70,6.8,"Ubisoft"
"4685","X-Men: The Official Game","PS2","2006","Action","Activision",0.41,52,7.5,"Z-Axis, Ltd."
"4686","Terraria","PS3","2013","Action","505 Games",0.41,81,7.9,"Engine Software"
"4687","LEGO Dimensions","XOne","2015","Action","Warner Bros. Interactive Entertainment",0.41,80,6.9,"Traveller's Tales"
"4688","Football Manager Handheld 2011","PSP","2010","Sports","Sega",0.41,77,7.7,"Sports Interactive"
"4689","300: March to Glory","PSP","2007","Action","Warner Bros. Interactive Entertainment",0.41,55,7.1,"Collision Studios"
"4690","Marvel Super Hero Squad","DS","2009","Fighting","THQ",0.41,61,2.8,"THQ"
"4692","NHL 15","XOne","2014","Sports","Electronic Arts",0.41,59,3.2,"EA Sports"
"4694","Tom Clancy's The Division","PC","2016","Shooter","Ubisoft",0.41,79,5.8,"Massive Entertainment"
"4698","Green Day: Rock Band","PS3","2010","Misc","MTV Games",0.41,76,6.3,"Harmonix Music Systems, Demiurge Studios"
"4704","F1 2014","PS3","2014","Racing","Codemasters",0.41,62,4.1,"Codemasters Birmingham"
"4706","Cars: Mater-National Championship","PS3","2007","Racing","THQ",0.41,63,4.8,"Rainbow Studios"
"4707","Call of Duty: Black Ops II","WiiU","2012","Shooter","Activision",0.41,81,6.9,"Treyarch"
"4711","BioShock","PC","2007","Shooter","Take-Two Interactive",0.41,96,8.5,"Irrational Games, 2K Marin"
"4712","The Terminator: Dawn of Fate","PS2","2002","Action","Atari",0.41,58,5.7,"Paradigm Entertainment"
"4717","Medal of Honor Heroes 2","Wii","2007","Shooter","Electronic Arts",0.41,73,7.6,"EA Canada"
"4718","Top Spin 4","X360","2011","Sports","Take-Two Interactive",0.41,84,8.2,"2K Czech"
"4721","Armored Core 2: Another Age","PS2","2001","Simulation","Metro 3D",0.41,75,8.8,"From Software"
"4724","Mortal Kombat: Deadly Alliance","GC","2002","Fighting","Midway Games",0.41,81,8.7,"Midway"
"4728","NiGHTS: Journey of Dreams","Wii","2007","Platform","Sega",0.41,69,8.5,"Sega, Sonic Team"
"4737","Call of Duty: Advanced Warfare","PC","2014","Shooter","Activision",0.41,78,4.5,"Sledgehammer Games"
"4740","Ed, Edd n Eddy: The Mis-Edventures","PS2","2005","Platform","Midway Games",0.41,50,7.6,"Artificial Mind and Movement"
"4742","Disney's Tarzan Untamed","PS2","2001","Platform","Ubisoft",0.41,59,7.1,"Ubisoft"
"4743","WWE All Stars","PS3","2011","Fighting","THQ",0.41,75,6.4,"THQ"
"4744","Green Day: Rock Band","X360","2010","Misc","MTV Games",0.41,75,6.6,"Harmonix Music Systems, Demiurge Studios"
"4745","Harry Potter and the Deathly Hallows - Part 1","DS","2010","Action","Electronic Arts",0.41,56,6,"Full Fat"
"4746","Resistance: Burning Skies","PSV","2012","Shooter","Sony Computer Entertainment",0.41,60,6.8,"Nihilistic"
"4747","Battlefield 2: Modern Combat","X360","2006","Shooter","Electronic Arts",0.41,77,7.3,"Digital Illusions"
"4749","Knockout Kings 2001","PS","2000","Fighting","Electronic Arts",0.41,84,8.5,"EA Sports"
"4750","From Russia With Love","PS2","2005","Action","Electronic Arts",0.41,69,7.6,"EA Redwood Shores"
"4751","Fantastic Pets","X360","2011","Simulation","THQ",0.41,66,7.5,"Blitz Games Studios"
"4752","BlazBlue: Continuum Shift","PS3","2010","Fighting","PQube",0.41,87,8,"Arc System Works"
"4753","Duke Nukem Forever","PC","2011","Shooter","Take-Two Interactive",0.41,54,5.7,"Gearbox Software, 3D Realms"
"4755","Minority Report: Everybody Runs","PS2","2002","Action","Activision",0.41,50,5,"Treyarch"
"4756","Katamari Forever","PS3","2009","Puzzle","Namco Bandai Games",0.4,74,8.1,"Bandai Namco Games"
"4758","NFL GameDay 2002","PS","2001","Sports","Sony Computer Entertainment",0.4,62,8.8,"989 Sports"
"4760","Spider-Man: Web of Shadows","X360","2008","Action","Activision",0.4,68,8.6,"Shaba Games"
"4761","Naughty Bear","X360","2010","Action","505 Games",0.4,43,5.6,"Artificial Mind and Movement"
"4763","Tak and the Power of Juju","GC","2003","Platform","THQ",0.4,71,8.2,"Avalanche Software"
"4764","Six Flags Fun Park","Wii","2009","Misc","Ubisoft",0.4,43,7.1,"7 Studios"
"4766","Beowulf: The Game","X360","2007","Action","Ubisoft",0.4,51,4.7,"Ubisoft Shanghai"
"4767","NBA Jam","Wii","2010","Sports","Electronic Arts",0.4,79,8.5,"EA Canada"
"4768","Rune Factory 3: A Fantasy Harvest Moon","DS","2009","Role-Playing","Rising Star Games",0.4,77,8.6,"Neverland"
"4771","Tales of Zestiria","PS4","2015","Role-Playing","Namco Bandai Games",0.4,72,6.8,"Bandai Namco Games"
"4772","Metal Gear Solid: The Legacy Collection","PS3","2013","Adventure","Konami Digital Entertainment",0.4,93,9,"Konami"
"4775","Defender","PS2","2002","Misc","Midway Games",0.4,73,7.8,"7 Studios"
"4780","Gauntlet: Seven Sorrows","PS2","2005","Role-Playing","Midway Games",0.4,59,5.7,"Midway"
"4781","Harry Potter: Quidditch World Cup","GC","2003","Sports","Electronic Arts",0.4,68,8.5,"Electronic Arts"
"4784","Overlord","X360","2007","Strategy","Codemasters",0.4,76,8.3,"Triumph Studios"
"4785","The Chronicles of Narnia: Prince Caspian","PS2","2008","Action","Disney Interactive Studios",0.4,67,7,"Traveller's Tales"
"4787","Life is Strange","PS4","2016","Adventure","Square Enix",0.4,85,8.6,"DONTNOD Entertainment"
"4789","Battalion Wars","GC","2005","Strategy","Nintendo",0.4,76,8.8,"Kuju Entertainment"
"4794","The Wonderful 101","WiiU","2013","Action","Nintendo",0.4,78,8.5,"PlatinumGames"
"4799","Asura's Wrath","PS3","2012","Action","Capcom",0.4,71,7.4,"CyberConnect2"
"4806","18 Wheeler: American Pro Trucker","PS2","2001","Racing","Acclaim Entertainment",0.4,61,5.7,"Acclaim Studios Cheltenham"
"4808","Wall-E","PS3","2008","Platform","THQ",0.4,51,5,"Heavy Iron Studios"
"4809","Atari Anthology","PS2","2004","Misc","Atari",0.4,66,4.3,"Digital Eclipse"
"4810","FIFA 14","PC","2013","Sports","Electronic Arts",0.4,87,4.6,"EA Canada"
"4813","MLB 2006","PS2","2005","Sports","Sony Computer Entertainment",0.4,81,9,"989 Sports"
"4814","Ragnarok Odyssey","PSV","2012","Role-Playing","GungHo",0.4,66,7.8,"Game Arts"
"4816","The Gunstringer","X360","2011","Shooter","Microsoft Game Studios",0.4,77,8.1,"Twisted Pixel Games"
"4818","Marvel: Ultimate Alliance","Wii","2006","Role-Playing","Activision",0.4,73,7.3,"Vicarious Visions"
"4819","LEGO Harry Potter: Years 5-7","3DS","N/A","Action","Warner Bros. Interactive Entertainment",0.4,71,6.5,"Traveller's Tales"
"4821","MX vs. ATV Unleashed","XB","2005","Racing","THQ",0.4,80,8.3,"Rainbow Studios"
"4822","FIFA Soccer 13","PC","2012","Action","Electronic Arts",0.4,86,6.6,"Electronic Arts"
"4823","Rampage: Total Destruction","GC","2006","Action","Midway Games",0.4,57,6.7,"Pipeworks Software, Inc."
"4825","The Urbz: Sims in the City","GC","2004","Simulation","Electronic Arts",0.4,73,8.4,"Maxis"
"4833","WWE SmackDown! vs. RAW 2006","PSP","2005","Fighting","THQ",0.4,81,8.5,"Yuke's"
"4834","Mafia II","PC","2010","Action","Take-Two Interactive",0.4,77,7.9,"2K Czech"
"4839","NBA Live 2002","XB","2001","Sports","Electronic Arts",0.4,76,7.5,"Electronic Arts"
"4840","Sega Superstars Tennis","PS3","2008","Sports","Sega",0.4,67,7.4,"Sumo Digital"
"4841","Spore Hero","Wii","2009","Simulation","Electronic Arts",0.4,61,7.1,"Maxis"
"4844","I-Ninja","PS2","2003","Platform","Sony Computer Entertainment",0.4,73,8.3,"Argonaut Games"
"4847","Ghostbusters: The Video Game","DS","2009","Action","Atari",0.4,55,6,"Zen Studios"
"4849","Harvest Moon: Save the Homeland","PS2","N/A","Simulation","Unknown",0.4,76,8.8,"Victor Interactive Software"
"4851","Call of Duty: Finest Hour","GC","2004","Shooter","Activision",0.4,74,8.9,"Exakt"
"4852","Naruto: Path of the Ninja","DS","2007","Role-Playing","D3Publisher",0.4,57,7.2,"TOSE"
"4855","Castlevania: Portrait of Ruin","DS","2006","Platform","Konami Digital Entertainment",0.4,85,8.3,"Konami"
"4856","Suzuki TT Superbikes","PS2","2005","Racing","Jester Interactive",0.4,71,8.5,"Jester Interactive"
"4857","Rumble Roses","PS2","2004","Fighting","Konami Digital Entertainment",0.39,66,8.5,"Yuke's"
"4859","Tomb Raider: Anniversary","X360","2007","Action","Eidos Interactive",0.39,77,8.3,"Crystal Dynamics"
"4860","Sherlock Holmes: The Mystery of the Mummy","DS","2009","Adventure","Focus Home Interactive",0.39,57,3.1,"Frogwares, Mistic Software"
"4861","Fantastic Four: Rise of the Silver Surfer","PS2","2007","Action","Take-Two Interactive",0.39,36,6.4,"7 Studios"
"4862","Ultimate Spider-Man","XB","2005","Action","Activision",0.39,77,7.4,"Treyarch"
"4864","Juiced 2: Hot Import Nights","PS2","2007","Racing","THQ",0.39,66,6.7,"Juice Games"
"4867","LEGO The Lord of the Rings","3DS","2012","Action","Warner Bros. Interactive Entertainment",0.39,61,7.6,"TT Games"
"4869","No More Heroes 2: Desperate Struggle","Wii","2010","Action","Rising Star Games",0.39,84,8.8,"Grasshopper Manufacture"
"4875","Legends of WrestleMania","X360","2009","Fighting","THQ",0.39,71,6.3,"Yuke's"
"4876","Fishing Resort","Wii","2011","Sports","Namco Bandai Games",0.39,69,7,"Prope"
"4878","Armored Core V","PS3","2012","Simulation","Namco Bandai Games",0.39,65,7.3,"From Software"
"4881","Mass Effect 2","PC","2010","Role-Playing","Electronic Arts",0.39,94,8.8,"BioWare"
"4882","Harry Potter and the Deathly Hallows - Part 1","PS3","2010","Action","Electronic Arts",0.39,38,2.8,"EA Bright Light"
"4883","The House of The Dead III","XB","2002","Shooter","Sega",0.39,72,7.3,"Wow Entertainment"
"4884","Project X Zone","3DS","2012","Role-Playing","Namco Bandai Games",0.39,70,7.3,"Monolith Soft, Banpresto"
"4885","NBA Jam","PS3","2010","Sports","Electronic Arts",0.39,71,5.7,"EA Canada"
"4888","Dark Souls III","XOne","2016","Role-Playing","Namco Bandai Games",0.39,87,8.6,"From Software"
"4889","NBA Jam","X360","2010","Sports","Electronic Arts",0.39,75,7,"EA Canada"
"4894","Madden NFL Football","3DS","2011","Sports","Electronic Arts",0.39,49,5.3,"EA Tiburon"
"4897","Donkey Konga 2","GC","2004","Misc","Nintendo",0.39,69,6,"Namco"
"4900","Transformers: Fall of Cybertron","PS3","2012","Action","Activision",0.39,77,8.2,"High Moon Studios"
"4901","Alpha Protocol","X360","2010","Role-Playing","Sega",0.39,63,7.2,"Obsidian Entertainment"
"4905","SSX 3","XB","2003","Sports","Electronic Arts",0.39,92,8.7,"EA Canada"
"4906","Combat of Giants: Dinosaurs 3D","3DS","2011","Strategy","Ubisoft",0.39,44,5.3,"Ubisoft"
"4907","Madden NFL 2005","GBA","2004","Sports","Electronic Arts",0.39,79,7.6,"Exient Entertainment"
"4912","Final Fantasy Crystal Chronicles: The Crystal Bearers","Wii","2009","Action","Square Enix",0.39,66,7.6,"Square Enix"
"4914","Until Dawn: Rush of Blood","PS4","2016","Adventure","Sony Computer Entertainment",0.39,72,8,"SuperMassive Games"
"4916","Sonic Lost World","WiiU","2013","Platform","Sega",0.39,63,7.3,"Sonic Team"
"4918","Skylanders SWAP Force","PS4","2013","Platform","Activision",0.39,79,5.2,"Vicarious Visions"
"4919","Iron Man 2","PS3","2010","Action","Sega",0.39,41,5.2,"Sega Studios San Francisco"
"4921","Star Wars The Clone Wars: Republic Heroes","X360","2009","Action","LucasArts",0.39,43,6.3,"Krome Studios"
"4923","Kengo: Master of Bushido","PS2","2000","Fighting","Ubisoft",0.39,62,8.4,"Light Weight"
"4924","Blood Omen 2","PS2","2002","Action","Eidos Interactive",0.39,67,8.8,"Crystal Dynamics"
"4925","Monopoly Streets","PS3","2010","Misc","Electronic Arts",0.39,64,6.1,"Electronic Arts"
"4928","Condemned 2: Bloodshot","PS3","2008","Action","Sega",0.39,82,8.1,"Monolith Productions"
"4930","Chessmaster","PS2","2003","Misc","Ubisoft",0.39,79,7.3,"Ubisoft Romania"
"4933","The Darkness II","X360","2012","Shooter","Take-Two Interactive",0.39,80,7.5,"Digital Extremes"
"4934","Ice Age 2: The Meltdown","PS2","2006","Platform","Vivendi Games",0.39,68,8,"Eurocom Entertainment Software"
"4935","The Sims 2","GBA","2005","Simulation","Electronic Arts",0.39,58,7.5,"Maxis"
"4936","Hitman: Blood Money","X360","2006","Action","Eidos Interactive",0.39,82,8.7,"Io Interactive"
"4938","Advance Wars: Dual Strike","DS","2005","Strategy","Nintendo",0.39,90,9,"Intelligent Systems"
"4939","Auto Modellista","PS2","2002","Racing","Capcom",0.39,66,7.5,"Capcom"
"4942","Tom Clancy's Ghost Recon 2: Summit Strike","XB","2005","Shooter","Ubisoft",0.39,84,7.2,"Red Storm Entertainment"
"4945","Just Dance 2015","PS4","2014","Misc","Ubisoft",0.39,72,5.8,"Ubisoft"
"4946","Robert Ludlum's The Bourne Conspiracy","PS3","N/A","Action","Vivendi Games",0.39,70,7.6,"High Moon Studios"
"4947","Samurai Warriors Chronicles","3DS","2011","Action","Tecmo Koei",0.39,61,7.7,"Omega Force"
"4953","One Piece: Unlimited World Red","3DS","2013","Action","Namco Bandai Games",0.39,75,7.6,"Ganbarion"
"4954","EA Sports Active 2","X360","2010","Sports","Electronic Arts",0.39,68,5.4,"EA Canada"
"4955","MotoGP 08","PS3","2008","Racing","Capcom",0.39,65,6,"Milestone S.r.l"
"4956","Red Faction: Armageddon","X360","2011","Shooter","THQ",0.39,71,7,"Volition Inc."
"4957","Harry Potter: Quidditch World Cup","GBA","2003","Sports","Electronic Arts",0.39,53,8.3,"Magic Pockets"
"4958","Dungeon Siege III","PS3","2011","Role-Playing","Square Enix",0.39,71,6.3,"Obsidian Entertainment"
"4960","Silent Hill: Homecoming","PS3","N/A","Action","Konami Digital Entertainment",0.38,71,6.9,"Double Helix Games"
"4964","Shin Megami Tensei: Nocturne","PS2","2003","Role-Playing","Ghostlight",0.38,82,8.7,"Atlus Co."
"4968","Farming Simulator 2013","X360","2013","Simulation","Focus Home Interactive",0.38,33,6.2,"Giants Software"
"4969","ESPN College Hoops 2K5","XB","2004","Sports","Sega",0.38,86,8.3,"Visual Concepts"
"4970","Looney Tunes: Acme Arsenal","PS2","2007","Action","Warner Bros. Interactive Entertainment",0.38,38,3.9,"Red Tribe"
"4973","Marvel: Ultimate Alliance","PS3","2006","Role-Playing","Activision",0.38,78,7.6,"Raven Software"
"4976","Shin Megami Tensei: Devil Survivor Overclocked","3DS","2011","Role-Playing","Ghostlight",0.38,78,8.2,"Atlus"
"4977","NFL GameDay 2002","PS2","2001","Sports","Sony Computer Entertainment",0.38,51,4.6,"Red Zone Entertainment"
"4978","Naruto: Clash of Ninja Revolution 2","Wii","2008","Fighting","Tomy Corporation",0.38,72,8.4,"Eighting"
"4979","Turok: Evolution","GC","2002","Shooter","Acclaim Entertainment",0.38,70,7,"Acclaim"
"4980","NCAA Football 08","PS3","2007","Sports","Electronic Arts",0.38,77,7.9,"EA Sports"
"4984","Sega Superstars Tennis","PS2","2008","Sports","Sega",0.38,70,8.3,"Sumo Digital"
"4985","Headhunter","PS2","2002","Action","Sega",0.38,74,7.8,"Amuze"
"4988","Viking: Battle for Asgard","PS3","2008","Action","Sega",0.38,65,7.4,"Creative Assembly"
"4989","Rock Band 4","PS4","2015","Misc","Harmonix Music Systems",0.38,78,6.3,"Harmonix Music Systems"
"4992","Marvel Nemesis: Rise of the Imperfects","GC","2005","Fighting","Electronic Arts",0.38,54,5.7,"EA Canada, Nihilistic"
"4994","Brunswick Pro Bowling","Wii","2007","Sports","505 Games",0.38,52,5.4,"Point of View"
"4998","Bratz: Rock Angelz","PS2","2005","Misc","THQ",0.38,60,5.1,"Blitz Games"
"4999","FlatOut","PS2","2004","Racing","Empire Interactive",0.38,70,8.5,"Bugbear"
"5001","Battlefield 1","PC","2016","Shooter","Electronic Arts",0.38,88,7.6,"EA DICE"
"5002","SSX 3","GC","2003","Sports","Electronic Arts",0.38,92,8.7,"EA Canada"
"5003","Metal Gear Solid: Snake Eater 3D","3DS","2012","Action","Konami Digital Entertainment",0.38,78,7.8,"Kojima Productions"
"5007","LocoRoco","PSP","2006","Platform","Sony Computer Entertainment",0.38,83,8.7,"SCE Japan Studio"
"5008","Risk: Global Domination","PS2","2003","Strategy","Atari",0.38,60,8.8,"Cyberlore Studios"
"5009","Deus Ex: Mankind Divided","PS4","2016","Role-Playing","Square Enix",0.38,84,7.6,"Eidos Montreal"
"5012","Grandia Xtreme","PS2","2002","Role-Playing","Enix Corporation",0.38,68,6.5,"Game Arts"
"5017","The Incredible Hulk","PS2","2008","Action","Sega",0.38,50,6,"Edge of Reality"
"5018","Mercenaries 2: World in Flames","PS2","2008","Shooter","Electronic Arts",0.38,49,7.4,"Artificial Mind and Movement"
"5019","Saints Row: The Third","PC","2011","Action","THQ",0.38,84,8.1,"Volition Inc."
"5020","Ghost Trick: Phantom Detective","DS","2010","Adventure","Capcom",0.38,83,9,"Capcom"
"5023","Hunter: The Reckoning","XB","2002","Action","Interplay",0.38,79,8.9,"High Voltage Software"
"5024","MX vs. ATV Untamed","PS2","2007","Racing","THQ",0.38,53,8.2,"Rainbow Studios"
"5027","Dawn of Discovery","PC","2009","Simulation","Ubisoft",0.38,82,8.8,"Blue Byte, Related Designs"
"5030","Get Fit with Mel B","PS3","2010","Sports","Black Bean Games",0.38,73,5.8,"Lightning Fish Games"
"5032","Pokemon Channel","GC","2003","Adventure","Nintendo",0.38,55,6,"Ambrella"
"5038","Virtua Tennis 2009","PS3","2009","Sports","Sega",0.38,70,6.3,"Sumo Digital"
"5039","The Dog Island","Wii","2007","Adventure","Ubisoft",0.38,70,8.1,"Yuke's"
"5041","Madagascar: Escape 2 Africa","PS2","2008","Action","Activision",0.38,56,5.8,"Toys for Bob"
"5043","Need for Speed: Nitro","DS","2009","Racing","Electronic Arts",0.38,70,6.3,"Firebrand Games"
"5044","Naruto Shippuden: Ultimate Ninja Heroes 3","PSP","2009","Fighting","Namco Bandai Games",0.38,61,6.6,"CyberConnect2"
"5049","Age of Empires III","PC","2005","Strategy","Microsoft Game Studios",0.38,81,7.7,"Ensemble Studios"
"5052","EyeToy Play 2","PS2","2004","Misc","Sony Computer Entertainment",0.38,78,7,"SCEE"
"5054","Dance Dance Revolution Ultramix 3","XB","2005","Simulation","Konami Digital Entertainment",0.38,75,8.6,"Konami"
"5057","Pro Evolution Soccer 2011 3D","3DS","2011","Sports","Konami Digital Entertainment",0.38,73,6.7,"Konami"
"5058","Just Dance 2014","PS3","2013","Misc","Ubisoft",0.38,77,7.1,"Ubisoft"
"5059","Wii Sports Club","WiiU","2014","Sports","Nintendo",0.38,68,7,"Nintendo"
"5060","Harry Potter and the Prisoner of Azkaban","GC","2004","Action","Electronic Arts",0.38,67,7.3,"EA Games"
"5064","Skylanders Giants","WiiU","2012","Action","Activision",0.37,80,6.9,"Vicarious Visions"
"5065","GRID 2","PS3","2013","Racing","Codemasters",0.37,82,6.6,"Codemasters"
"5068","Super Dragon Ball Z","PS2","2006","Fighting","Atari",0.37,72,5.8,"Crafts & Meister"
"5071","The Golden Compass","PSP","N/A","Action","Sega",0.37,28,4.1,"Shiny Entertainment"
"5076","Disney Sing It","PS3","2008","Misc","Disney Interactive Studios",0.37,54,3.5,"Zoe Mode"
"5078","Ultimate Spider-Man","GC","2005","Action","Activision",0.37,76,7.2,"Treyarch"
"5080","Major League Baseball 2K6","X360","2006","Sports","Spike",0.37,66,3.9,"Kush Games"
"5083","NBA 2K7","PS3","2006","Sports","Take-Two Interactive",0.37,80,7.4,"Visual Concepts"
"5086","Just Dance 4","WiiU","2012","Misc","Ubisoft",0.37,66,7.8,"Ubisoft Paris"
"5088","Monsters, Inc. Scream Arena","GC","2002","Platform","THQ",0.37,39,4.7,"Radical Entertainment"
"5092","Need for Speed: Hot Pursuit","PC","2010","Racing","Electronic Arts",0.37,86,6.7,"Criterion Games"
"5093","Rampage: Total Destruction","PS2","2006","Action","Midway Games",0.37,51,7,"Pipeworks Software, Inc."
"5094","High Heat Major League Baseball 2003","PS2","2002","Sports","3DO",0.37,84,7.9,"3DO"
"5095","Trivial Pursuit","X360","2009","Misc","Electronic Arts",0.37,66,6.4,"EA Bright Light"
"5097","Kingdom Under Fire: Circle of Doom","X360","2007","Role-Playing","Microsoft Game Studios",0.37,55,5.9,"Blueside"
"5099","Spider-Man: Friend or Foe","PS2","2007","Action","Activision",0.37,62,8.3,"Next Level Games"
"5102","EA Sports MMA","PS3","2010","Fighting","Electronic Arts",0.37,77,6.9,"EA Tiburon"
"5103","Guitar Hero On Tour: Modern Hits","DS","2009","Misc","Activision",0.37,70,6.3,"Activision"
"5104","Quake 4","X360","2005","Shooter","Activision",0.37,75,6.7,"Raven Software"
"5105","Tiger Woods PGA Tour 14","PS3","2013","Sports","Electronic Arts",0.37,74,3.8,"EA Tiburon"
"5106","Skate","PS3","2007","Sports","Electronic Arts",0.37,85,8.2,"EA Black Box"
"5111","Rage","PC","2011","Shooter","Bethesda Softworks",0.37,79,5.2,"id Software"
"5113","Custom Robo","GC","2004","Role-Playing","Nintendo",0.37,65,8.1,"Noise Inc."
"5114","Prince of Persia: The Forgotten Sands","PSP","2010","Action","Ubisoft",0.37,65,7.4,"Ubisoft Quebec"
"5115","BioShock The Collection","PS4","2016","Shooter","Take-Two Interactive",0.37,84,8.5,"2K Games"
"5116","Theatrhythm Final Fantasy: Curtain Call","3DS","2014","Misc","Square Enix",0.37,83,8.2,"Indies Zero"
"5117","DiRT 2","Wii","2009","Racing","Codemasters",0.37,51,5.5,"Codemasters"
"5118","Pac-Man World 2","GC","2002","Action","Nintendo",0.37,74,8.3,"Namco"
"5120","Tomb Raider: Legend","X360","2006","Action","Eidos Interactive",0.37,80,7.3,"Crystal Dynamics"
"5121","Rocket League","PS4","2016","Sports","505 Games",0.37,85,8.7,"Psyonix"
"5122","The BIGS","Wii","2007","Sports","Take-Two Interactive",0.37,66,7.1,"Blue Castle Games"
"5126","The Legend of Spyro: A New Beginning","DS","2006","Platform","Vivendi Games",0.37,68,6.8,"Amaze Entertainment"
"5128","Juiced 2: Hot Import Nights","PSP","2007","Racing","THQ",0.37,73,7.8,"Juice Games"
"5130","Dungeon Siege III","X360","2011","Role-Playing","Square Enix",0.37,72,5.9,"Obsidian Entertainment"
"5132","DiRT Rally","PS4","2016","Racing","Codemasters",0.37,85,8.1,"Codemasters"
"5133","NFL Street 2 Unleashed","PSP","2005","Sports","Electronic Arts",0.37,73,7.4,"EA Tiburon"
"5135","FIFA Street 2","PS2","2006","Sports","Electronic Arts",0.37,59,7.7,"EA Canada"
"5136","Virtua Tennis 2009","Wii","2009","Sports","Sega",0.37,73,7.7,"Sumo Digital"
"5137","Overlord: Dark Legend","Wii","2009","Action","Codemasters",0.37,68,7.9,"Climax Group"
"5139","The Legend of Spyro: The Eternal Night","DS","2007","Platform","Vivendi Games",0.37,56,2.7,"Amaze Entertainment"
"5141","Harry Potter and the Order of the Phoenix","PSP","2007","Action","Electronic Arts",0.37,52,7.6,"EA Games"
"5142","Wanted: Weapons of Fate","X360","2009","Shooter","Warner Bros. Interactive Entertainment",0.37,62,7.5,"GRIN"
"5143","Xenosaga Episode III: Also sprach Zarathustra","PS2","2006","Role-Playing","Namco Bandai Games",0.37,81,9,"Monolith Soft"
"5145","Rune Factory: Frontier","Wii","2008","Role-Playing","Rising Star Games",0.37,79,8.5,"Neverland"
"5148","Mini Ninjas","Wii","2009","Action","Eidos Interactive",0.37,79,8.3,"Io Interactive"
"5149","Naruto Shippuden: Ninja Destiny 2","DS","2008","Fighting","Takara Tomy",0.37,55,5.7,"Takara Tomy"
"5151","Scribblenauts: Unlimited","WiiU","2012","Action","Warner Bros. Interactive Entertainment",0.37,73,7.4,"5TH Cell"
"5153","Marvel: Ultimate Alliance","PSP","2006","Role-Playing","Activision",0.37,81,7.5,"Vicarious Visions"
"5154","The Sims 2: Castaway","PS2","2007","Simulation","Electronic Arts",0.37,71,8,"EA Redwood Shores"
"5155","NCAA Football 07","PSP","2006","Sports","Electronic Arts",0.37,75,7.9,"EA Sports"
"5157","NBA Live 2003","XB","N/A","Sports","Electronic Arts",0.36,82,8.8,"EA Canada"
"5158","Fragile Dreams: Farewell Ruins of the Moon","Wii","2009","Role-Playing","Rising Star Games",0.36,67,8.3,"Tri-Crescendo"
"5159","GoldenEye: Rogue Agent","GC","2004","Shooter","Electronic Arts",0.36,60,6.7,"EA LA"
"5160","Need for Speed: The Run","PC","2011","Action","Electronic Arts",0.36,69,5.8,"Black Box"
"5162","Dragon Ball Z: Infinite World","PS2","2008","Fighting","Namco Bandai Games",0.36,48,7.9,"Dimps Corporation"
"5163","Elite Beat Agents","DS","2006","Misc","Nintendo",0.36,87,8.6,"iNiS"
"5165","ESPN X Games Skateboarding","PS2","2001","Sports","Konami Digital Entertainment",0.36,58,7.8,"KCEO"
"5166","Sid Meier's Civilization: Beyond Earth","PC","2014","Strategy","Take-Two Interactive",0.36,81,5.5,"Firaxis Games"
"5168","Castlevania: Order of Ecclesia","DS","2008","Platform","Konami Digital Entertainment",0.36,85,8.7,"Konami"
